ID;Term;Begrepsforklaring;Definisjon;Språkversjoner;Beskrivelsestype;Alternative termer;Kilde;Frarådde termer;Eksempler
BEGREP-916;Sletting;"Datatilsynet kan bestemme at slettingen av mangelfulle personopplysninger skal skje dersom: 
- tungtveiende personvernhensyn tilsier det 
- supplering av slettede opplysninger med korrekte og fulstendige opplysninger gir misvisende bilde (da slettes hele dokumentet). 

Brukeren kan kreve at dokumenter/personopplysninger skal slettes dersom: 
- de er sterkt belastende for ham 
- dette strider ikke mot annen lov 
- det ble foretatt en forsvarlighetsvurdering (behovet for dokumentasjon, hensynet til bruker, kulturhistoriske hensyn og ressurser til slettingen). 

Den behandlingsansvarlige skal ikke lagre personopplysninger lenger enn det som er nødvendig for å gjennomføre [formålet|BEGREP-155] med [behandlingen|BEGREP-304]. Hvis personopplysningene ikke deretter skal oppbevares etter arkivloven eller annen lovgivning, skal de slettes. 

Hvis dokumenter eller opplysninger ikke kan slettes etter arkivloven, skal Riksarkivaren høres før vedtaket om sletting fattes.";en type [retting|BEGREP-915] der man fjerner enkelte [personopplysninger|BEGREP-182] fra et [dokument|BEGREP-143], eller [fjerner dokumentet i sin helhet|BEGREP-979].;Bokmål;Faglig definisjon;;"LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) §§ 27 og 28; 
LOV-1992-12-04-126 Lov om arkiv (arkivlova) §§ 9 og 18";;Vi sletter ved å erstatte original fil med et dokument som beskriver grunnlaget for slettingen eller med et dummydokument.
BEGREP-915;Retting;"Retting av uriktige eller ufullstendige personopplysninger som har betydning som dokumentasjon, skal skje ved at opplysningene tydelig markeres og suppleres med korrekte opplysninger. 

Retting kan også være supplering, [skjerming|BEGREP-917] eller [sletting|BEGREP-916] av opplysninger.";en korrigering eller endring av [personopplysninger|BEGREP-182] fordi de er uriktige, ufullstendige eller ikke adgang til å behandle.;Bokmål;Faglig definisjon;;"LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) § 27; 
Note 109 og 110 til § 27 i NAVs rettskilder.";;
BEGREP-914;Sendt;"Noen dokumenter ikke blir sendt ut i vanlig forstand, men bare blir lagt ut i en database som er tilgjengelig for de som er ment som adressater. Dokumentet skal da anses som sendt ut når det er lagt ut i databasen. 

Dersom dokumentet sendes elektronisk fra [NAV|BEGREP-121] til en [bruker|BEGREP-20] vil vedkommende få et [varsel|BEGREP-1420].";en [status|BEGREP-562] på et [dokument|BEGREP-143] som sier at det er gjort tilgjengelig for mottakeren.;Bokmål;Faglig definisjon;Ekspedert, distribuert;"LOV-2006-05-19-16 Lov om rett til innsyn i dokument i offentleg verksemd (offentleglova) § 4 andre ledd og tilhørende note 74; 
""Domenemodell Joark"". I: Vedlegg 35 i ""Overordnet arkivplan"". Hentet fra Navet 5. september 2014.";;
BEGREP-912;Fase;"Termen fase brukes om en rekke forhold, for eksempel innen fysikk og kjemi. 

I NAV brukes begrepet ofte i forbindelse med systemutvikling eller prosjektgjennomføring.";"""avsnitt i en utvikling.""";Bokmål;Faglig definisjon;avsnitt, utviklingstrinn;"""Fase"". I: Store norske leksikon. Hentet 19. juli 2017 fra https://snl.no/fase";;
BEGREP-903;Samtalereferat;"Et samtalereferat skiller seg fra [11d-notat|BEGREP-670] ved at det ikke knytter seg til en konkret sak. 

[Formålet|BEGREP-155] er å kunne dokumentere hvilken informasjon og veiledning som er gitt.";en nedtegnelse og [registrering|BEGREP-379] av opplysninger uten sakstilknytning, som framkommer i en samtale mellom et [forvaltningsorgan|BEGREP-849] og en [bruker|BEGREP-20].;Bokmål;Faglig definisjon;Referat;"LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 11 tredje ledd. 
";;- En bruker ringer og ber om generell informasjon om en stønadsordning uten at han har noen pågående sak
BEGREP-900;Mottatt;"Avsender får [kvittering|BEGREP-749] via den aktuelle kanalen om at forsendelsen er mottatt. Kvitteringen blir lagret i arkivet. 

I [NAVs|BEGREP-121] fagarkiv, [Joark|BEGREP-636], finnes det to statuskoder for inngående dokumenter som gjelder mottak: 

MO - Dokument er mottatt 
M - Dokument er mottatt og midlertidig journalført eller fordelt.";en status i [kanal|BEGREP-67] og [arkiv|BEGREP-633] som viser at et [dokument|BEGREP-143] eller en [sak|BEGREP-55] er mottatt, og at [informasjonen|BEGREP-48] om [forsendelsen|BEGREP-156] er registrert i [arkivet|BEGREP-633].;Bokmål;Faglig fortolkning;;Målbilde for dokumentmottak http://confluence.adeo.no/pages/viewpage.action?pageId=59606901 som er under arbeid per i dag.;;
BEGREP-897;Rettsgebyr;"""Rettsgebyr er et behandlingsgebyr som må betales av den som går til sak, eller av den som anker en rettsavgjørelse. Hvis man vinner saken, kan motparten bli pålagt å betale rettsgebyret som en del av sakskostnadsavgjørelsen.""";et grunngebyr for beregning av betaling for visse tjenester i offentlige virksomheter.;Bokmål;Faglig definisjon;;"LOV-1982-12-17-86 Lov om rettgebyr (rettsgebyrloven); 
""Rettsgebyr"". Hentet fra Domstolenes hjemmeside www.domstol.no/sivil-sak/sakskostnader/rettsgebyr/ 26. august 2014";;
BEGREP-896;Kreditor;"""Et kontraktsforhold fordrer at det eksisterer minst to parter - en debitor som hefter for kravet, og en kreditor som skal ha det fordringen lyder på.""";en som har krav på å motta et [beløp|BEGREP-359] eller [ytelse|BEGREP-133] fra en [debitor|BEGREP-925].;Bokmål;Faglig definisjon;;"""Obligasjonsrett"". I: Store norske leksikon. Hentet 8. juli 2014 fra www.snl.no/obligasjonsrett; 
""Obligasjonsrett"". I: Wikipedia. Hentet 8. juli fra no.wikipedia.org/wiki/obligasjonsrett.";;"- I en feilutbetalingssak er NAV pengekreditor som krever tilbakebetalt feilutbetalt stønad. 
- I en hjelpemiddelssak der brukeren ikke lenger har krav på hjelpemiddelet sitt, er NAV naturalkreditor som krever tingen levert tilbake."
BEGREP-895;Kundeidentifikasjon;"""Bruk av KID ved innbetalinger til virksomheten forutsetter at virksomheten har inngått en [avtale|BEGREP-431] med banken om dette.""";"en [identifikator|BEGREP-619] som består av en sifferrekke ""som brukes av [virksomheten|BEGREP-835] for å [identifisere|BEGREP-500] de enkelte innbetalingene på arbeidskontoen mot registrert krav på den enkelte kunde i [reskontroen|BEGREP-642] eller kravregisteret.""";Bokmål;Faglig definisjon;KID, KID-nummer;"""KID"". I: ""Økonomiregelverket i staten"" fra Direktorat for Økonomistyring (DFØ). Hentet 7. juli 2014 fra www.dfo.no/no/Forvaltning/Okonomiregelverket/Ord-og-begreper/Glossary/K/KID.";;-5,09154E+13
BEGREP-894;OCR-innbetaling;Når en [faktura|BEGREP-810] med KID-nummer blir betalt, mottar [NAV|BEGREP-121] en spesifikasjon av innbetalingene på en OCR-fil fra banken, slik at [kundereskontroen|BEGREP-642] blir oppdatert automatisk.;en innbetaling som overføres til virksomheten i form av en [OCR-fil|BEGREP-1560].;Bokmål;Faglig definisjon;;"""Innbetaling"". I: ""Økonomiregelverket i staten"" fra Direktorat for Økonomistyring (DFØ). Hentet 7. juli 2014 fra www.dfo.no/no/Forvaltning/Okonomiregelverket/Ord-og-begreper/Glossary/I/Innbetalinger.";;
BEGREP-893;Oppsettende virkning;"En klage har oppsettende virkning dersom den gjør at iverksettelsen av vedtaket utsettes. NAV Innkreving kan som særnamsmyndighet gi oppsettende virkning etter regler i tvangsfullbyrdelsesloven. 

""§ 42 forutsetter at et vedtak kan iverksettes straks det er truffet. Men bestemmelsen gir underinstans, klageinstans eller annet overordnet organ rett til på skjønnsmessig grunnlag å utsette iverksettelsen til klagefristen er ute eller klagen er avgjort. Det er en adgang og ikke noen plikt forvaltningen har fått.""";"virkningen av at ""[et] vedtak ikke iverksettes før klagefristen er ute eller klagen er avgjort"".";Bokmål;Rettslig definisjon;Utsatt iverksetting;"LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 42; 
Arbeids- og velferdsetatens rundskriv til forvaltningsloven § 42";;
BEGREP-892;Hovedstol;;"""det opprinnelige [beløpet|BEGREP-359] i et krav, det vil si beløp uten renter og omkostninger.""";Bokmål;Faglig definisjon;;"""Hovedstol"". I: Statens innkrevingssentral. Hentet 7. juli 2014 fra www.sismo.no/no/pub/ordforklaringer/hovedstol";;
BEGREP-891;Gjeldsordning;"Gjeldsordning skal gi privatpersoner med alvorlige gjeldsproblemer en mulighet til å få kontroll over sin økonomi. Ordningen kan også omfatte gjeld til det offentlige og kan som hovedregel bare oppnås en gang i livet. 

Gjeldsordningen kan være frivillig eller tvungen.";en avtale mellom [debitor|BEGREP-925] og [kreditor|BEGREP-896] om hvordan debitor kan betale ned mest mulig av gjelden sin over en begrenset periode, som hovedregel 5 år, mot å få slettet restgjelden.;Bokmål;Faglig fortolkning;;"LOV-1992-07-17-99 Lov om frivillig og tvungen gjeldsordning for privatpersoner (gjeldsordningsloven); 
""Gjeldsordning"". Hentet 9. juli 2014 fra www.politi.no/tjenester/gjeldsordning.";;
BEGREP-878;Oppfølgingsvedtak 14a;Oppfølgingsvedtaket kan ha fire alternative utfall.;et [enkeltvedtak|BEGREP-192] som gir [brukeren|BEGREP-20] en vurdering av sine muligheter for å komme i arbeid, hva slags arbeid som skal være målet og hvilke typer [virkemidler|BEGREP-288] som kan være aktuelle for brukeren.;Bokmål;Faglig definisjon;;"""Oppfølgingsvedtak"". Retningslinjer for oppfølgingsvedtak i NAV s. 5. Hentet 5. april 2016 fra https://navet.adeo.no/ansatt/Fag/Arbeid+og+aktivitet/Relatert+innhold/retningslinjer-14a; 
LOV-2006-06-16-20 Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 14 a";;
BEGREP-877;Intern arbeidsflate;;et [brukergrensesnitt|BEGREP-921] der [ressurser|BEGREP-14] får tilgang til [informasjonen|BEGREP-48] de trenger fra ulike kilder for å utføre virksomhetens kjerneoppgaver.;Bokmål;Faglig definisjon;;;;"- Modia 
- Gosys 
- Arena 
- Pesys"
BEGREP-874;NAV Innkreving;;en [organisasjonsenhet|BEGREP-207] i [NAV|BEGREP-121] som jobber med innkreving og [tilbakekreving|BEGREP-1021] av beløp (BEGREP-359] fra [brukere|BEGREP-20].;Bokmål;Folkelig forklaring;NAVI;;;
BEGREP-870;Arbeidsgiver- og arbeidstakerregisteret;"Informasjon om arbeidsgiver og arbeidstaker er begrenset til identifikasjoner. [Arbeidsgivere|BEGREP-193] identifiseres med organisasjonsnummer eller fødselsnummer/Dnr, og [arbeidstakere|BEGREP-179] identifiseres med fødselsnummer/Dnr. Alle andre opplysninger om arbeidsgivere og arbeidstakere hentes automatisk fra de respektive masterkildene, som er [Enhetsregisteret|BEGREP-729] og Det sentrale folkeregisteret. 

Registeret forvaltes av [NAV|BEGREP-121], og ""[...] skal ha til oppgave å tjene Arbeids- og velferdsetatens og andre offentlige myndigheters behov for opplysninger i forbindelse med deres oppgaveløsning."" 

""Foruten Arbeids- og velferdsdirektoratet og dets organer, skal Skattedirektoratet, Pensjonstrygden for sjømenn, Statens Innkrevingssentral, skatteoppkrevere, Sjøfartsdirektoratet og Statistisk Sentralbyrå ha generell adgang til opplysninger i registeret. Andre offentlige myndigheter som trenger opplysningene i sin oppgaveløsning, kan etter søknad få adgang til opplysninger fra registeret, jf. § 3 nr. 4. Dette gjelder også for utenlandske offentlige myndigheter."" 

""Dersom en arbeidsgiver ikke oppfyller plikten etter folketrygdloven § 25-1 til å sende melding til registeret, kan NAV Aa-registeret ilegge ham gebyr eller tvangsmulkt, se folketrygdloven § 25-3 med forskrifter.""";et [register|BEGREP-277] som inneholder detaljert [informasjon|BEGREP-48] om alle [arbeidsforhold|BEGREP-390] i Norge.;Bokmål;Faglig definisjon;Aa-registeret, NAV Aa-registeret;FOR-2008-08-18-942 Forskrift om arbeidsgiver- og arbeidstakerregisteret §§ 2, 9 og 14;;
BEGREP-865;Rettsregel;"""Norm som regulerer forhold mellom borgerne i et samfunn, mellom borgerne og det offentlige eller mellom statsmaktene, og som samfunnet setter sin autoritet bak, normalt ved at det finnes maktmidler til å håndheve reglene, f. eks. politi og rettsvesen. 

Rettsregler finnes i lover og andre skriftlige rettskilder, og som ulovfestet rett. Ofte må flere rettskilder kombineres for at man skal finne fram til en regel. Selv om rettsregler ofte utledes av lover, er rettsregelen ikke selve utsagnet i loven, men den regel man kommer fram til etter å ha tolket loven på bakgrunn av andre rettskildefaktorer.""";"""en norm som angir presist hva som skal være rettsfølgen når visse [vilkår|BEGREP-261] foreligger.""";Bokmål;Faglig definisjon;;"""Regel"". I: Jusleksikon. Gisle, J. (2005) Oslo: Kunnskapsforlaget; 
""Rettsregel"". I: Jusleksikon. Gisle, J. (2005) Oslo: Kunnskapsforlaget.";;"- Saksbehandlingsregler for forvaltningen 
- Kompetanseregler 
- Beregningsregler for pensjon 
- Trafikkregler"
BEGREP-862;A-ordningen;"Målet med a-ordningen er å samkjøre myndighetenes krav til innrapportering av opplysninger. Hovedforenklingen i a-ordningen består i at a-meldingen erstatter fem skjemaer. 

[EDAG|BEGREP-861]-prosjektet er ansvarlig for å tilrettelegge og forberede for a-ordningen, som blir forvaltet av [Etatenes Fellesforvaltning|BEGREP-860].";en rapporteringsordning der arbeidsgiver sender inn informasjon elektronisk til det offentlige via a-meldingen.;Bokmål;Faglig definisjon;;"""A-ordningen"". Hentet 2. mars 2014 fra http://www.altinn.no/no/A-ordningen/";;
BEGREP-861;Elektronisk Dialog med ArbeidsGivere;"EDAG-prosjektet startet opp i 2011 og avsluttes med innføringen av ordningen 1. januar 2015. 

I begynnelsen ble a-ordningen kalt EDAG-ordningen, så begrepsbruken kan derfor variere i eldre dokumenter som omhandler ordningen.";et samarbeidsprosjekt mellom Skatteetaten, Statistisk Sentralbyrå og [NAV|BEGREP-121] som legger til rette for [A-ordningen|BEGREP-862].;Bokmål;Faglig definisjon;EDAG, EDAG-prosjektet;"""A-ordningen"". Hentet 1. mars 2014 fra http://www.altinn.no/no/A-ordningen/";;
BEGREP-860;Etatenes Fellesforvaltning;EFF har ansvaret for drift og videreutvikling av a-meldingen. I tillegg har de ansvaret for publikumskontakten og veiledningen. EFF er organisert under Skattedirektøren og forvaltningen er operativ fra 1. januar 2015.;et [forvaltningsorgan|BEGREP-849] som er et samarbeid mellom Skattedirektoratet, Statistisk Sentralbyrå og [NAV|BEGREP-121]. Organet forvalter og videreformidler opplysninger som sendes inn via [A-meldingen|BEGREP-859] til rette [myndighet|BEGREP-852].;Bokmål;Faglig definisjon;EFF;Hentet 28. febuar 2014 fra http://www.altinn.no/no/A-ordningen/Om-oss/;;
BEGREP-859;A-meldingen;"A-meldingen skal sendes inn månedlig til [A-ordningen|BEGREP-862], som leveres av [EDAG|BEGREP-861]-prosjektet. Det er kun de [opplysningene|BEGREP-834] som NAV har hjemmel til å innhente, som videreformidles fra [Etatenes Fellesforvaltning|BEGREP-860]. 


A-meldingen skal blant annet inneholde opplysninger om: 
- [Virksomheten|BEGREP-835] 
- Den [opplysningspliktige|BEGREP-928] 
- Inntektsmottaker 
- Inntekt 
- Yrke 
- Arbeidsforhold 
- [Avlønningstype|BEGREP-393] 
- [Arbeidstidsordning|BEGREP-397] 


A-meldingen erstatter 5 skjemaer som [arbeidsgiver|BEGREP-193] tidligere måtte fylle ut og sende til NAV, Skatteetaten og Statistisk Sentralbyrå: 
- Oppgave til lønnsstatistikk 
- Melding om arbeidsforhold til [Arbeidsgiver- og arbeidstakerregisteret|BEGREP-870] 
- Lønns- og trekkoppgave 
- Årsoppgave for arbeidsgiveravgift 
- Terminoppgave for arbeidsgiveravgift og forskuddstrekk";en melding for digital samordnet innrapportering om inntekts- og [arbeidsforhold|BEGREP-390] og skattetrekksopplysninger, som sendes via Altinn til [NAV|BEGREP-121], Statistisk Sentralbyrå og Skatteetaten.;Bokmål;Faglig definisjon;;"""A-meldingen"". Hentet 26. februar 2014 fra http://www.altinn.no/no/A-ordningen/A-meldingen; 
Oversikt over informasjonen som inntektsløpet har behov for fra EFF sentralt. Hentet 28. februar 2014 fra http://confluence.adeo.no/display/EDAG/Utplukk+a-meldingen";;
BEGREP-858;Permittering;"""Arbeidsgivers adgang til å gå til permittering følger av praksis i arbeidslivet, rettspraksis og tariffavtaler."" En arbeidstaker kan være helt eller delvis permittert. 

""Permittering kan ikke finne sted utover seks måneder med mindre partene er enige om at det fortsatt foreligger saklig grunn. Permittering skal gis med 14 dagers varsel."" 

Arbeidsgiver plikter å melde fra til Aa-registeret om personer som permitteres, dersom fraværet skal vare utover 14 dager. Tilfeller der arbeidstakeren har tillitsverv med lønn fra arbeidsgiver i permitteringsperioden skal ikke meldes. Arbeidsgiver har siden plikt til å sende melding om inntak i tjeneste når arbeidet gjenopptas ved endt permittering.";"""et påbud fra [arbeidsgiver|BEGREP-193] til [arbeidstaker|BEGREP-179] om at arbeidstaker midlertidig blir løst fra sin arbeidsplikt, samtidig som arbeidsgiver midlertidig ikke har noen lønnsplikt.""";Bokmål;Faglig definisjon;;"NOU 1995:18 (Kapittel 2.18.2). Ny lovgivning om opplæring. Kunnskapsdepartementet; 
""Permittering"". I: Jusleksikon. Gisle, J. (2005) Oslo: Kunnskapsforlaget.";[Permisjon|BEGREP-548];"- Permittering grunnet driftsinnskrenkelse eller driftsstans 
- Permittering grunnet intern granskning 
- Permittering i forbindelse med streik eller lockout"
BEGREP-856;Veileder;"En veileder skal med utgangspunkt i brukers behov, informere og veilede bruker mot ett mål. Veiledere på [NAV-kontor|BEGREP-1433] har ett sett av verktøy og [virkemidler|BEGREP-288] samt fullmakter til å utløse disse innenfor lovens rammer. En veileder på et NAV-kontor kan jobbe med sykefraværsoppfølging, [oppfølging|BEGREP-804] av [arbeidssøkere|BEGREP-1383] eller [sosiale tjenester|BEGREP-1437]. 

Det må skilles mellom dette begrepet og NAV Kontaktsenters bruk av veileder-begrepet.";en [ressurs|BEGREP-14] som gir [veiledning|BEGREP-805] til [brukere|BEGREP-20] som har behov for [tjenester|BEGREP-970] og/eller [ytelser|BEGREP-133] fra [NAV|BEGREP-121].;Bokmål;Faglig definisjon;;"""Veileder"". I: Veiledningsplattformen i NAV, april 2016 s. 2. Hentet 21. juni 2016 fra http://laring.adeo.no/kurs/file/ci/5184595/Veiledningsplattformen_i_NAV_komplett_hefte_til_utskrift.pdf";;
BEGREP-852;Offentlige myndigheter;;"""med offentlige myndigheter menes statlige, fylkeskommunale og kommunale organer som blant annet har til oppgave å fatte [enkeltvedtak|BEGREP-192], fastsette [forskrifter|BEGREP-196], inndrive gjeld, utarbeide forkynnelser, utskrive personell, kartlegge/lage planer for befolkningen og utarbeide statistiske oppgaver.""";Bokmål;Legaldefinisjon;;FOR-2008-08-18-942 Forskrift om arbeidsgiver- og arbeidstakerregisteret § 3 nr. 4;;"- Sosialkontoret i kommunen 
- Justisdepartementet 
- [NAV|BEGREP-121] 
- Domstolene 
- Statistisk sentralbyrå"
